UniqueID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Stub
B19001_008,144.97493341829184,128.4687288635094,36.04157270767898,62.67784159845154,140.77422029696916,107.83595384862107,121.3260880948938,92.35522912905822,106.82336794840958,78.42111038861465,"$35,000 to $39,999"
B19001_009,138.4364007791057,115.05545129689222,38.35510557463028,68.26082856501596,133.18956860789768,102.57349147836345,120.84669254865462,97.04645674154368,111.58632844970391,82.508116028042,"$40,000 to $44,999"
B19001_010,134.1390144989174,107.09886194485432,41.98483999926259,74.2085182621002,122.5879831675071,99.48704805533403,121.03767371165188,103.06874887488311,111.92502787152421,83.26670682879949,"$45,000 to $49,999"
B19001_011,124.85177490307035,93.62263130051556,48.21898486098408,82.55446462542841,114.31016759553255,92.20143852680259,118.47307188262593,106.79442429496957,114.95908474554804,93.67804696395703,"$50,000 to $59,999"
B19001_012,115.28056762661465,78.25657765719198,58.356361881660526,94.0510727232944,97.73871540664526,84.25302501277292,116.86384115467607,114.11607563499851,116.72809419247154,99.15526709823325,"$60,000 to $74,999"
B19001_013,99.22874269698666,58.93036501485114,78.99112278865434,111.96131772638157,77.7293155655946,69.49048985114553,110.51781024320346,120.86370863672995,119.31850885943514,112.00677819897054,"$75,000 to $99,999"
B19001_014,79.00282242928165,41.064625560483016,113.45346610671123,130.470117180943,59.189115753495244,54.5551961977799,98.9945441598893,123.99843272120594,121.89536901878344,125.59068519747562,"$100,000 to $124,999"
B19001_015,60.20040097979298,30.324166788665412,154.5425091403395,142.58880911036815,47.19261561769904,42.03003810382347,85.75748904757138,120.67335533823451,123.08070985762076,143.74072636695269,"$125,000 to $149,999"
B19001_016,43.276419062298345,22.111337567875424,212.11247180791366,145.6156409806966,39.03050014101751,31.831206106693283,68.05696997112271,111.62575162646225,124.24481159122445,169.49073578086052,"$150,000 to $199,999"
B19001_017,26.83638399458837,12.823162251494239,350.26581691845035,116.42766079456182,29.430470866124285,16.629457400950393,45.03135359542731,81.2106315994777,122.20794851344215,229.08431846901655,"$200,000 or more"
B19059_002,115.05061045177693,83.92366860445347,109.3395916743608,99.11429385010555,54.94961508694628,47.64766023132314,130.9408676691324,120.01594127733708,117.85171068480744,73.24997921287698,With retirement income
B22010_003,187.4487760387152,286.5178783960887,11.927185479309802,37.00753719920341,193.77333799259824,134.24055408463772,113.81769062360883,58.92796538429561,57.13511268334931,66.2230706877047,Households with 1 or more persons with a disability
