UniqueID,V1,V2,V3,V4,V5,V6,V7,Stub,CONCEPT,DOMAIN
B08302_005,116.89018183168945,111.80504720186795,122.15230740390857,123.7792697358814,98.12181277237883,100.5615867853284,71.82368178713126,6:00 a.m. to 6:29 a.m.,ECONOMY,Start Work Time
B08302_006,101.01403645232756,110.70609851588682,105.50213200781242,86.37596029156809,115.01818332609335,113.13175103201654,80.49766261977275,6:30 a.m. to 6:59 a.m.,ECONOMY,Start Work Time
B08302_007,103.62738908046745,104.19634724195208,103.07340175667238,92.02238634256014,103.5824154938414,123.15918188579803,90.22019178233629,7:00 a.m. to 7:29 a.m.,ECONOMY,Start Work Time
B08302_008,85.62659785056039,100.52734512265272,82.70994971109326,70.31329030136531,122.56009846928879,137.99120136982245,110.96499884122993,7:30 a.m. to 7:59 a.m.,ECONOMY,Start Work Time
B08302_009,106.27136938271985,93.14082199202348,83.10627470135024,76.83468141652438,95.34402421728113,150.49805075382204,146.49699035107807,8:00 a.m. to 8:29 a.m.,ECONOMY,Start Work Time
B08302_010,98.90464883766576,88.00855386209572,69.34001077576836,63.95315746346203,100.61788685930819,186.1587838428053,186.6129741861823,8:30 a.m. to 8:59 a.m.,ECONOMY,Start Work Time
B08302_011,106.64214781021948,93.85910898596698,81.56012603489195,78.55967524521986,88.12039857280344,181.7237682480943,179.37971010998893,9:00 a.m. to 9:59 a.m.,ECONOMY,Start Work Time
B08302_012,112.47346164828285,99.39723349423016,88.60678880966539,91.94187108741895,94.71413379945277,161.01356766740835,153.47739549160565,10:00 a.m. to 10:59 a.m.,ECONOMY,Start Work Time
B08302_013,119.86846716754896,100.3095448453469,104.08978368223293,96.80894819858273,96.77710430221072,148.59334394515585,142.38790140411356,11:00 a.m. to 11:59 a.m.,ECONOMY,Start Work Time
B08302_014,115.27119427423477,100.51319216154053,100.88093291156241,103.52341893941745,112.22430171964999,123.2184562795251,114.84599804746283,12:00 p.m. to 3:59 p.m.,ECONOMY,Start Work Time
B08302_015,103.49394413286302,108.92121103296053,113.64926857557312,101.49787803057974,115.716012069172,126.22690876651991,103.9736284937443,4:00 p.m. to 11:59 p.m.,ECONOMY,Start Work Time
B08303_002,47.351439610840046,66.92226391402212,62.387945459775565,57.88973122740355,132.49929934570827,88.28670429932745,98.85276787243885,Less than 5 minutes,ECONOMY,Mobility
B08303_003,66.3546419198389,87.30311662061249,76.90768704270988,79.28687677854882,153.93324799819533,123.92797179758372,115.987648833767,5 to 9 minutes,ECONOMY,Mobility
B08303_004,84.5705205513911,102.89794153541337,87.97806735842885,91.91670315618266,140.31316160693282,143.86067173715887,124.87410123067204,10 to 14 minutes,ECONOMY,Mobility
B08303_005,94.85375205196922,110.56027442733316,96.4353132716755,99.08561521407253,129.28450287630446,154.68810568476593,120.06583422074048,15 to 19 minutes,ECONOMY,Mobility
B08303_006,103.52860419102244,115.36095561066378,105.08462819190545,103.65094268870723,112.78817307567634,146.04666249250187,108.34776250483576,20 to 24 minutes,ECONOMY,Mobility
B08303_007,102.0269720427144,113.54083983916965,110.74490801098793,98.84085611907187,100.98001309132879,141.50045242680608,100.33053299087527,25 to 29 minutes,ECONOMY,Mobility
B08303_008,126.73636195526659,110.92216907549401,114.73883233496105,114.20275189420883,83.83233402658793,131.41299224905003,105.53981561140063,30 to 34 minutes,ECONOMY,Mobility
B08303_009,114.52086655970419,105.7264949187894,113.92886013547432,77.88581049217036,72.85594238432172,115.18260818208483,92.42672799757936,35 to 39 minutes,ECONOMY,Mobility
B08303_010,129.46558565673598,98.31591488117697,111.74822382019671,91.45781723059353,64.80027267964667,113.61214776040029,101.59321513630886,40 to 44 minutes,ECONOMY,Mobility
B08303_011,134.5438213398221,101.9245795703507,116.40620359531812,87.99429429200903,60.42321981550916,99.80409959011529,95.66828512306701,45 to 59 minutes,ECONOMY,Mobility
B08303_012,160.87022061919703,89.21736630414483,109.88762435032444,98.24609301451697,45.12429125854965,90.59690955197752,96.08339415840689,60 to 89 minutes,ECONOMY,Mobility
B08303_013,156.52045192730276,96.73803915505418,110.97336185224536,106.91648268130449,57.72589690954345,77.62326743655588,83.65217770881983,90 or more minutes,ECONOMY,Mobility
B09019_005,52.31430212283722,65.03484658740886,47.98338994036494,42.53305596118464,94.76930543296066,204.23620294947247,331.78245628372053,Living alone,POP,Household
B09019_008,56.24420621768469,70.6820545777536,45.918307501462614,38.6992687214539,102.42830269249356,173.11939662301717,308.9350081987826,Living alone,POP,Household
B09019_011,98.74654687084796,91.35109102012494,73.76040717050687,63.64952634949695,102.12504584935293,129.37572658186718,203.21992854813874,Same-sex spouse,POP,Household
B09019_015,111.50817366769058,106.48387610589998,123.99217376963729,128.96898792446044,95.01168120728461,73.58502953524085,39.59483563526528,Biological child,POP,Children
B09019_016,93.89325435437581,119.52905476644422,116.2850167879641,87.26889194742769,106.89444922044878,47.27188952931332,29.86420023960763,Adopted child,POP,Children
B09019_017,100.60496983468785,126.85099918719145,160.0613710510018,120.98698242594293,117.02866658522055,56.67510940758637,23.157660484433304,Stepchild,POP,Children
B09019_018,158.31837860575476,126.15972777088425,116.54587568310602,199.77687961154362,101.15777527900734,29.45510817778154,28.490772975927246,Grandchild,POP,Children
B09019_026,57.44596543269309,44.81790641661604,101.25803187853597,49.51134610215793,101.54686619389312,55.47908728943739,261.8776779176254,In group quarters,POP,Housing
B11001_003,92.49312628372729,105.75827600600283,94.73394820018873,79.57832108456367,107.07791762818695,76.98306994703896,64.7320671399664,Married-couple family,POP,Family Structure
B12001_003,110.86293603355261,91.73211506145229,96.1301692244915,113.41116386403453,94.07306080606136,141.6513709859261,162.62889299361848,Never married,POP,Marriage
B12001_007,97.22385790338829,88.05032286263112,89.35452623680116,117.64573516845142,81.00249006386008,110.5393208588331,150.9314554055206,Separated,POP,Marriage
B12001_009,92.74094136569063,95.94112180623702,52.86924529105579,80.10834190505234,120.55676930483672,49.397012353411526,149.612706724414,Widowed,POP,Marriage
B12001_010,82.02271153106338,99.24367169449863,82.99678001124283,81.68639884854937,113.41389528367341,108.65702180174475,150.121597996788,Divorced,POP,Marriage
B12001_012,108.36534214094564,89.70480267923293,93.67666756685273,106.94958946247255,87.55341182544964,149.97353887037727,155.9323061546102,Never married,POP,Marriage
B12001_016,95.8999330730127,84.92863277088006,104.6543887052241,135.1783634356104,67.50840300993,112.30316563520401,119.80928024578641,Separated,POP,Marriage
B12001_018,99.30221660050465,94.62363405062814,55.590823949857736,77.45368030972183,117.02201021155871,53.897376554783285,174.82090618731056,Widowed,POP,Marriage
B12001_019,88.71069516955129,106.24250477974005,91.2650767334456,80.82890264699186,115.5328561596348,122.25735263817808,144.191379825604,Divorced,POP,Marriage
B15003_002,184.50467975933188,95.7673772862174,118.44238240434865,262.81573568978655,64.61376835921445,66.1824514562927,99.43265986681892,No schooling completed,POP,Education
B15003_003,123.3669606401273,103.71076985066637,131.6236401623391,203.75347534966656,58.056818382369855,113.43824381054111,115.61240332034029,Nursery school,POP,Education
B15003_004,147.9187547059378,88.07622091863769,105.61137589257645,211.78222567974086,53.97737642358583,91.65885444604827,161.1961592559933,Kindergarten,POP,Education
B15003_005,119.85641416210906,64.30237749713615,90.90200484748561,315.606762853529,57.67800064439237,36.006117955619686,105.122475855965,1st grade,POP,Education
B15003_006,137.82738447619604,70.46722407782251,103.50519202990594,384.05198739795463,37.19301645303225,52.38859490803589,86.1367004987356,2nd grade,POP,Education
B15003_007,154.52497062577757,64.37834270179852,97.93120062397016,392.3624525976581,48.46900928987088,28.168562389886493,102.40421721738795,3rd grade,POP,Education
B15003_008,145.95853412974947,73.94542390562768,90.01739333665746,319.1482379596052,47.06466184006632,56.956329127267146,115.9345517179101,4th grade,POP,Education
B15003_009,156.99983910368465,66.41387038616688,106.71104852737032,312.97875127225615,43.09079906400619,56.71156328198784,96.54614891450731,5th grade,POP,Education
B15003_010,151.0183552998827,63.23716916259442,104.22098386957524,454.0755474373251,37.17115205441515,42.184630504653846,93.18220938084606,6th grade,POP,Education
B15003_011,112.42727739824714,72.48841080136079,90.82357965121281,219.64302180200153,59.23085234557139,46.57701277091153,100.53425352984485,7th grade,POP,Education
B15003_012,91.25883744896376,60.71286070596537,69.20776460542615,176.2372234884847,66.89698972301117,37.94740883535902,87.55814779932113,8th grade,POP,Education
B15003_013,96.12798512767561,72.98475108743503,93.2199366573769,244.355566170792,67.48233442222727,40.512255215922224,88.72971290409498,9th grade,POP,Education
B15003_014,81.21940072758792,79.33687457641395,80.7155809320782,135.3632332746492,88.74002645499539,37.58132328553335,80.99555954529129,10th grade,POP,Education
B15003_015,85.85383843107985,81.27638655520832,84.54592248479365,144.9453111845082,87.16234497361998,43.579857394384426,85.16351261354275,11th grade,POP,Education
B15003_016,149.6872374764148,111.2109422127572,114.08367654836286,181.43504635054336,87.77988626458844,64.53456726183589,91.40223412189714,"12th grade, no diploma",POP,Education
B15003_018,86.70507095838079,106.53738998090658,103.61108244630897,105.81345311776285,115.28574735637847,58.078561812468465,85.39215299532161,GED or alternative credential,POP,Education
B15003_019,104.52556788828602,125.21703275918267,106.23436869422295,86.39650652831313,129.49448417176012,82.59550227008724,87.82239220625297,"Some college, less than 1 year",POP,Education
B15003_020,108.70036768010584,119.3137588721616,110.73545003672167,89.64303827226435,116.2428345996401,108.67523892584589,112.61527307194623,"Some college, 1 or more years, no degree",POP,Education
B15003_021,105.08025747185346,121.14035094167548,107.6303444725099,72.88616030592385,123.34314812067568,101.98871275066028,94.33811807046104,Associate's degree,POP,Education
B15003_022,94.28872180397973,93.05689130231278,76.29025433592365,42.647154895990596,94.20937149376746,155.79292269552494,163.4453109454212,Bachelor's degree,POP,Education
B15003_023,80.78593906693487,78.82825776012388,60.82998689470315,26.860843058967614,82.82203152712,157.03211247256652,171.2880668670918,Master's degree,POP,Education
B15003_024,62.02593721926652,56.74626272877524,36.73210412537918,21.43442725178046,61.25669261491906,127.61866603523764,220.28829147448317,Professional school degree,POP,Education
B15003_025,56.71507999337523,62.63716692151997,40.445570257327,18.099844303266053,62.025439898297776,156.6051552875308,233.26514508126323,Doctorate degree,POP,Education
B16004_009,124.32795235922143,73.35565911061086,85.90228809504067,47.7261777133658,49.02278727481569,150.26878032524772,97.18570433080384,Speak other Indo-European languages:,POP,Language
