GEOID,cluster
221139511002,7
221139507001,1
220510206003,6
220510218012,7
220570216012,7
220510252021,5
220510252022,8
220510267002,2
220510278122,2
220510202022,5
220510260001,1
220570214003,7
221030401023,9
221030402022,4
220550006024,8
220550010031,4
220550007001,2
220139705002,7
220139703001,1
220150106021,6
220679507001,7
220679505004,2
220679501001,7
220570204002,2
220570215003,6
220570215001,7
220570217003,1
220510246001,2
220510251042,8
220510255002,6
220510263002,1
220510278074,4
220510220011,5
220570201002,6
220570205002,2
220570205005,2
220570206002,7
220790107001,9
220790116003,8
221030408033,4
221030408034,2
221030411032,7
220790126001,2
220790133004,7
220510266001,1
220510239011,3
220510259002,5
220510201021,9
220510220022,8
220510239032,3
220510211001,1
220510213002,8
220150108012,2
220150104002,2
220150111072,7
220150107022,2
220150111062,7
220150111065,7
220510226001,3
220510229001,8
221210203002,7
221210201003,8
220319501003,7
220319502005,7
220319502003,7
220730001001,8
220730004021,5
220730017002,9
220730052011,7
220730006004,2
220019608004,1
220019610002,2
220019610005,8
221090010001,7
221090007004,2
221279604003,2
220330019002,3
220330011041,5
220330033005,2
220330033002,2
220330035072,2
220330044031,4
220330022002,2
220710107002,10
220710132002,2
220710132003,2
220710033022,2
220710002001,2
221190320001,1
220950705001,2
220190030001,1
220190030004,1
220279505002,7
220279503003,2
220330040091,3
220330044011,4
220330042053,8
220330042051,9
220330043022,7
220710096002,10
220710106002,10
221030412071,9
221030403053,4
220170241065,9
220630404023,4
220630404012,7
220890632002,7
220619606001,7
220479527004,7
220190018013,4
220190019031,9
220330040143,5
220330040131,5
220690009001,7
220690007005,2
220630403042,7
220399504004,7
220399504002,1
220399501003,7
220710025013,2
220710027003,2
220710064003,10
220710072001,5
220710075023,2
220790122001,2
221030406012,9
221030406022,4
221030407063,7
220630408061,7
220630403033,4
220630402011,7
220330039092,5
221159502001,7
221159502004,7
221159503003,7
221159509001,7
221159501001,7
221159501004,7
221159505005,6
221030403044,3
221030403043,3
220550021041,4
220550001001,2
220550014054,4
220550019041,9
221159505003,1
220710112001,1
221090001012,6
221090002013,1
221090008003,2
221090008004,1
221090013001,7
221090002022,7
221090009002,2
220150111093,5
221190320004,8
220550019051,7
220450313003,7
220710075024,2
220790103001,7
220790105001,2
220790105004,2
220790127002,2
220790101005,7
220790101004,7
220790136001,7
221010408002,7
220479527001,7
220479529004,7
220730059002,7
220730106032,2
220730058002,6
220730002002,8
220570218002,7
220150108063,8
220150110021,7
220150110012,7
220510216004,5
220730111002,2
220510234002,8
220710006062,8
220710007024,2
220279504004,2
220419502003,7
220419501001,7
220419504001,7
220419506001,2
220419503003,2
220419503005,2
220090301002,7
220330046022,7
220570210003,7
220570218001,8
220790106001,7
220790117003,5
220450310001,2
220450310004,2
220450305002,7
220450301004,7
220450301003,2
220450302004,4
220450302001,7
220710034001,2
220710044012,2
220710045002,10
220710070002,2
220710088002,10
220710102005,2
220710102003,10
220979612002,7
220170243033,2
220170245043,7
220170249001,7
220170246011,2
220170211003,5
220170229001,5
220170234005,2
220170234001,2
220450308002,2
220450309002,2
220450311001,2
220450306002,3
220450304002,7
220450304003,7
220239701002,7
220239701003,7
220379513001,7
220379516001,7
220379514001,7
220510257002,2
220510261001,5
220510271003,6
220510278113,7
220510202034,8
220510202032,3
221030410023,7
221030412022,7
220790129001,2
220790104001,7
220710006021,2
220710006043,2
220710007012,2
220730002003,8
220730101012,7
220730102011,2
220730105021,7
221010402003,1
221010402002,8
221010410003,7
221010409002,7
221010401001,6
220190014001,2
220190026002,7
220190027002,7
220630408043,4
221179501022,7
221179501012,7
220210001001,7
220210002001,7
221119606002,7
220170247002,6
220399508003,7
220399502002,7
220399506001,5
220399507002,3
220399503003,7
220399503002,7
220399505001,2
220399505003,2
220790125001,1
220210003002,7
220290001003,7
220290002001,2
220290002004,2
220290003001,7
220290004002,2
220330048001,5
220330020002,9
220330023003,9
220330035052,2
220330035061,4
221090005003,8
221090005004,2
221090012012,7
221090015003,3
221090011003,7
221090014003,7
221090006006,7
220330032021,7
220330036041,2
220330036042,5
220330037013,8
220330037012,8
220330039043,9
220570207041,7
220570219023,7
220510239022,3
220510244003,1
220510244002,8
220570212002,6
220570207022,7
220570208002,7
220570213001,6
220510202012,9
220510203033,8
220510205021,6
221139502003,7
221139502002,1
221139504004,1
220510227004,8
220510230022,8
220510240022,3
220570219011,7
220570220001,9
220850003001,1
220779524003,7
220510275022,2
220790123012,4
220790137002,1
220790139002,2
220530004001,7
220530005002,1
220779523001,1
221059533002,7
220550011004,2
220510223011,8
220510228002,8
220510230031,8
220510233001,8
220510235003,8
220119603004,1
220119603003,1
220119605002,1
220119602001,7
220139704001,7
220139701001,7
220510250013,5
220510250011,8
220510203023,8
220510203024,8
220510205071,9
220450307003,8
220450307002,8
220710097001,10
220979603003,2
220979604002,7
220170210001,1
220170219001,2
220170242023,7
220170206001,2
220870302073,4
220870302033,6
220870301033,7
220870301032,7
220870306031,6
220870302081,7
220870303002,1
220170233002,2
220170241072,2
220170242033,7
220170244002,9
220870305002,8
220530006001,2
220350003002,2
220350001002,7
220710017442,2
220710017431,2
220710017462,2
220710071012,5
220279501003,7
220530001003,7
220330044023,4
221070002002,7
221070003002,2
220330039064,9
220979607003,7
220170238004,2
220170239011,9
220170241081,9
220170241084,8
220170243014,2
220170243041,7
220170250004,2
220170212002,2
220170212003,1
220170214002,5
220619608001,2
220619601003,7
220710017352,2
220050302043,7
220050303002,4
220050304023,6
220050304012,2
220550011003,2
220550014032,9
220479531021,2
220819603001,7
220730007002,2
220730015002,2
220730053013,8
220730107002,2
220730053023,8
220730055003,1
220730104001,7
220730104004,7
220730101024,7
221030410032,4
221030411021,4
221030411023,6
221030403031,9
221030408021,4
221030405022,7
221030407043,7
220170239031,2
220170251001,7
220170236002,2
220850007001,7
220850005004,1
220510282001,2
220510239041,8
220850005002,1
220850002002,7
221030408024,9
221030401033,7
221030406052,9
220550022002,9
220690003002,7
220330039094,8
220510265002,5
220330045093,9
220690004001,2
220550020022,7
220550014012,4
220550015003,9
220710017227,2
220710017224,2
220710019002,2
221179510002,7
221179502002,7
221179502004,7
221179506002,7
220150112002,7
220150112006,7
220510205113,4
220510205122,9
221190319001,1
221190311002,7
220710131002,2
220710131001,2
220710012003,10
220330039071,9
220330039081,9
220330045042,4
220330045053,9
220710006053,1
220510214002,8
220510216003,5
220510217004,8
220510217003,9
220510222003,8
220630405004,7
220790113001,7
220550005003,8
220550012003,2
220710134001,10
220710140004,2
220710140002,5
220530003003,7
220530003001,7
220710135004,10
221059545023,4
221030406053,4
221030412092,4
220510251021,3
220510251023,4
220510251022,4
220510272002,1
220510272003,2
220510272005,2
220510272004,1
220510272001,2
220510277033,8
220510277031,6
220510277032,6
220510206002,6
220630403012,7
220630403011,7
220630405001,7
220730103011,9
220730103012,9
220730053022,9
220730053024,1
220730053021,9
220730055001,1
220730104002,7
220730104005,4
220730104006,7
220730104003,7
220730106042,7
220730106041,7
221030410031,8
221030410034,8
221030410033,3
221030411025,7
221030411022,7
221030411024,4
221030411042,8
221030403032,9
221030408022,4
221030405023,7
221030405021,7
221030407041,7
221030407042,7
220550020024,1
220550020021,7
220550014011,9
220550014013,4
220550015001,8
220510206004,2
220510206001,2
221139504003,2
221139504001,8
221139505002,7
221139505003,7
221139508006,2
221139508004,2
221139508002,2
221139511001,7
221139507003,1
221139507002,1
221139507004,6
220510218011,9
220570216013,7
220570216011,7
220510251033,8
220510251032,4
220510252023,6
220510264001,8
220510264002,8
220510267001,1
220510268001,2
220510278121,4
220510202021,5
220510203011,3
220510203012,3
220510260002,1
220570214002,6
220510205072,9
220790115001,8
220790115003,4
220790115005,2
221119603002,7
221119605001,7
221119605003,7
221119605002,7
221119604001,1
221119604002,2
221119604003,1
221119601004,7
221119601003,7
221119601002,7
221119606001,7
220170247001,1
220399501004,7
220399508001,2
220399508002,7
220399502001,7
220399506003,2
220399506004,2
220399506002,2
220399507001,7
220399507004,7
220399507003,1
220399503005,6
220399503001,7
220399505002,2
220790133001,7
220790133003,7
220790133002,2
221179507001,2
221179503001,7
221179504002,7
221179504003,7
221179504001,7
221179505001,7
221179505003,7
220170242011,4
220170242012,9
220170243031,5
220170243032,2
220170243034,7
220170245042,1
220170249002,1
220170246013,2
220170246012,2
220930403001,4
220930401001,7
220930401002,2
220930402002,2
220930402004,8
220930402001,8
220510205083,9
220510205082,8
220510205081,9
220510260003,6
220510270001,8
220510270002,4
220510270004,2
220510270003,8
220510278031,5
220510278032,6
220510278041,4
220510278042,9
220510278043,4
220510207001,6
220510266002,1
220510239012,9
220510259003,1
220510259001,1
220510201022,8
220510220021,3
220510215001,5
220510239031,9
220510249002,1
220510249001,1
220510211002,1
220510211003,8
220510213003,4
220510213001,8
220150108011,2
220150108013,5
220150104001,2
220150107021,1
220150107023,6
220150111061,7
220150111063,7
220150111064,7
220150113002,1
220150113001,5
220399505004,2
220450308001,2
220450308003,2
220790125002,4
220790125003,2
220790129002,2
220790104002,7
220790121001,2
220710006023,2
220710006042,2
220710006041,2
220710007011,2
220710007014,2
220170211001,2
220170211002,2
220170229002,9
220170229003,8
220170234004,2
220170234003,2
220170234006,2
220170234002,2
220450309004,1
220450309001,2
220450311003,5
220450311002,1
220450306001,4
220450306003,7
220450306004,9
220450304005,7
220450304001,7
220450304004,2
220450307001,8
220450307004,1
220710097002,10
220710103002,2
220930402003,2
220930406001,2
220930406002,1
220139701002,2
221030413003,9
221030413004,8
221030413001,4
221030401021,7
221030401022,7
221030401024,7
221030402021,7
220550006023,9
220550006021,5
220550006022,5
220550006025,1
220550010032,8
220139705001,7
220139705004,7
220139705003,7
220139703003,1
220150106022,5
220150107011,8
220150107012,1
220150107014,5
220150108042,8
220150108043,4
220150111081,7
220430203002,1
220430204012,7
220430204015,7
220430204011,7
220430202001,7
220430202002,7
220430201001,7
220430201002,7
220510226002,3
220510226003,9
221030407064,7
221030407065,7
221030407062,3
221030408011,9
221030408012,7
221030410042,8
221030410041,4
221030410043,4
221030412044,7
221030412041,7
221030412042,4
221030412043,4
221030402011,4
221030402012,7
221030403041,3
221030403042,3
220550019032,6
220550019031,7
220550021042,7
220550001002,5
220550014051,9
220550014052,5
220550014053,9
220550019042,4
220550019052,9
220550019053,7
220450313001,7
220450313002,7
220710075021,2
220710003001,2
220790103002,7
220570214001,7
220510221021,9
220510221022,9
220510224001,8
220510224002,1
220510225001,8
220510225002,1
220510241001,1
220510241002,1
220510248002,3
220510248003,8
220510248001,9
220510250033,8
220510250032,6
221010414001,7
221010414002,2
221010416001,2
221010416003,2
221010406002,1
220890625001,7
220890629002,1
220890623012,4
220890623011,3
220510278064,4
220510278061,8
220510278093,4
220510278094,4
220510278091,6
220510205131,9
220510205133,8
220510210001,6
220510230011,8
220510234003,8
220890624001,2
220890631004,3
221139501001,7
221139501002,7
220790103003,7
220790105002,7
220790105003,2
220790105005,2
220790127001,2
220790101001,7
220790101003,7
220790101002,4
220790136002,7
220790136003,7
220710017372,2
220710017373,2
220710025024,2
220710025022,2
220710025023,8
220710025021,2
220710076051,2
220710076052,2
220710077001,10
220790115002,1
220790115004,9
220510212001,5
220510212002,8
220550021031,1
220550014021,4
220710103003,10
220710103004,2
220710103001,2
220710119002,10
220710119003,10
220710119001,3
220710123001,2
221139501003,7
220890632003,7
220890630001,7
220890621001,9
220510229002,8
220510229003,6
220510232002,1
220510232001,8
220510238001,7
220510238002,5
220510240012,8
220510240011,8
220510240013,8
220510245001,9
220510247001,5
220510247002,8
220510250021,6
220510250023,8
220510250022,8
220239701004,7
220239701001,3
220379513002,7
220379516002,7
220379516004,1
220379516003,7
220379514003,7
220379514002,7
220510257001,2
220550014022,4
220550020011,7
220550020012,7
220819601001,7
220819601004,7
220619603002,2
220619603004,7
220619604002,9
220619605002,1
220619606003,1
220619606004,2
220619607001,7
220619609003,2
220710102004,10
220710108001,10
220710133022,3
220710133021,9
220710006011,2
220710018002,10
220790110001,2
220790110002,2
220790120001,2
220819601005,7
220630408022,7
220630408023,7
220710123002,2
220710123003,8
220710124001,2
220710124002,10
220710017222,2
220710017225,2
220710017223,2
220710017221,2
220710017226,2
220710019001,2
220710019003,2
221179505002,1
221179510001,2
221179510003,7
221179502003,7
221179502001,7
221179506003,7
221179508002,2
220150111031,7
220150112003,1
220150112004,7
220150112005,4
220510205112,9
220510205111,9
220510205121,9
220510214001,8
220510216002,8
220510216001,5
220510217005,8
220510217001,8
220510222001,8
220510222002,8
220510231001,1
220510231002,1
220430201003,7
220430204021,7
220430204022,7
221259518003,1
221259518001,7
221259518002,7
221259518004,3
221259517021,1
221259517011,7
220150106013,6
220150106011,5
220150106012,2
220150106014,1
220150109001,6
220150111052,7
220150111051,7
220150111053,7
220150105004,8
220150105003,2
220150111032,7
220550008003,2
220550013003,2
220550013004,1
220550013002,2
220550017003,1
220550017001,3
220550017002,8
220550019033,6
220679502003,7
220679503002,7
220679503001,7
220510261002,6
220510261003,6
220510271001,1
220510271002,5
220510278112,4
220510278111,2
220510201012,8
220510202033,3
220510202031,9
220510204001,3
220510204002,3
220510236003,8
220510269002,2
220510269003,2
220679508003,2
220679506003,2
220679506004,7
220679506002,7
220679504002,2
220679504003,2
220679507002,7
220679505001,2
220679505002,2
220679505003,2
220979612001,7
220979618003,7
220979618004,7
220979618001,7
220979618002,7
220979613002,2
220979613001,2
220979613003,2
220979617004,7
220979617001,2
220979617005,7
220979617003,7
220979617002,7
220979603001,7
220979603004,2
220979603002,6
220979604001,1
220979607004,7
220510254003,5
220510254002,8
220510256001,1
220510275011,4
220510276011,8
220890622001,7
220890628003,6
220890628001,7
220890628002,6
220890625003,8
220890625002,7
220890631001,3
220890631003,4
220890601001,7
220890627001,1
220890627003,4
220890623021,7
220890623022,3
220890623023,4
220570209001,7
220570204001,2
220570215004,7
220570215002,7
220570217002,6
220510237001,2
220510237002,2
220510246002,2
220510251041,9
220510253002,8
220510253001,5
220979607002,7
220979607001,7
220170239012,8
220170239013,9
220170241083,2
220170241082,8
220170243011,7
220170243012,7
220170243013,4
220170243042,7
220170250001,2
220170250003,1
220170250002,7
220170212004,1
220170212001,2
220170214001,1
220619602003,7
220619601001,7
220619601002,7
220710007013,2
220710017301,4
220710017351,2
220710017371,5
220510243002,8
220510243001,9
220510243003,1
220119604002,1
220119604001,1
220119604003,7
220119601002,7
220119601001,7
220119601003,7
220979602001,2
220979602003,7
220979602002,7
220979602004,7
220979611002,1
220170235001,2
220170235002,2
220170246025,5
220170246024,2
220170246022,2
220170205001,2
220170205002,2
220170228001,8
220170228002,8
220170232001,2
220170238001,2
220170238005,9
221010406003,1
221030411012,8
221030411011,7
220550014042,4
220510255001,6
220510258001,2
220510263001,8
220510278072,4
220510278073,3
220510278071,4
220510220013,5
220570201003,1
220570201001,5
220570205003,8
220570205004,7
220570205001,2
220570206001,7
220570210002,7
220570210001,7
220570218004,6
220550014044,4
220550002001,2
220550010011,7
220550014062,9
220550016003,8
220550021033,7
220550021032,6
220790121002,1
220790134002,7
220790124003,3
220790124001,5
220679501002,7
220790116001,1
220790128001,2
220790130001,2
220790132002,7
220790132004,9
220790132003,7
220790132001,7
220790135001,7
220790135003,6
220790135004,1
220790135002,7
220790135005,7
220790106003,7
220790106002,7
220790117002,2
220450310003,2
220450310002,2
220450312002,1
220510276013,6
220510276012,6
220510276022,6
220510276023,6
220510276021,2
220510277011,2
220510277014,2
220510277013,2
220510277012,2
220510205063,8
220510205061,6
220510278052,9
220510278053,4
220510278051,9
220510239023,3
220510239021,3
220510244001,1
220570211005,6
220570212001,7
220570212003,6
220570207021,9
220570208001,7
220570208003,7
220570213002,1
220450305004,7
220450305001,2
220450305003,1
220450301001,7
220450301005,2
220450301002,3
220450302003,7
220450302002,7
220619602002,7
220710034002,5
220710044011,2
220710044013,5
220710045001,2
220710045003,10
220710070001,2
220710082001,5
220710082002,10
220710088001,10
220710102002,2
220710102001,2
220979611003,1
220979612003,7
220550015002,3
220550014071,3
220550014072,9
220550014102,7
220570216022,7
220570216021,7
220510202011,9
220510203032,8
220510205023,9
221139506001,4
221139506002,7
221139502005,7
221139502001,7
221139502004,1
221139504002,7
220510227002,10
220510227003,8
220510227001,8
220510230021,9
220510240021,3
220510240023,1
220570218003,2
220570211001,7
220570211002,1
220570211003,7
220570211004,7
220510205141,3
220510205142,3
220510205143,4
220510219001,9
220510223021,1
220510223022,9
220510228001,8
220510221011,8
220550014101,4
220550019021,7
220550019023,9
220550019022,7
220550019014,7
220550019012,4
220550019013,4
220550019011,7
220550021013,2
220550021011,7
220550021012,4
220630405003,7
220630405002,4
220790113002,7
220790122002,2
220550012002,8
220550012004,4
220399504003,2
220399504001,7
220399501002,7
220399501001,7
220710025011,2
220710025014,2
220710025012,2
220710027001,2
220710027002,2
220710064002,10
220710064004,10
220710064001,10
220710072003,2
220710075025,2
220710075022,2
220790122003,1
221030406011,3
221030406021,3
221030406023,8
221030407061,4
220630406001,7
220630406002,8
220630406005,2
220630406006,1
220630406003,8
220630406004,7
220630408042,4
220630408041,7
220630401001,7
220630401002,7
220630409011,7
220630409013,7
220679502002,7
220730101022,9
220730102021,4
220730102022,4
220730014001,2
220730014003,2
220730054002,1
220730103021,4
220730011003,2
220730011001,2
220730009001,2
220790107002,7
220790124002,1
220790131002,6
220790131001,1
220790103004,7
221030407012,7
221030407011,7
221030409003,2
221030409001,5
221030409002,5
221030405011,1
221030405012,1
221030407051,7
221030407052,4
221030410022,8
221030410021,8
221030412021,7
221119602001,7
221119602002,7
220510223012,8
220510223013,1
220510236002,8
220510228003,8
220510230033,8
220510233002,8
220510235001,8
220510235002,8
220119601004,7
220119603001,7
220119603002,2
220119605001,9
220119605003,1
220119602002,7
220119602003,7
220139702002,1
220139702001,7
220139704003,7
220139701004,7
220139701003,2
220510250014,9
220510250012,8
220510252011,9
220510252012,5
220510203021,8
220510203022,8
220510205051,2
220510205052,2
220790107003,7
220790116002,1
221030407082,3
221030408035,9
221030408031,7
221030408032,4
221030411031,1
221030413002,4
220790126002,1
220790133005,2
221119602004,7
220550021022,7
220550021021,7
220550010022,5
220550010021,9
220550014093,4
220550014092,7
220550009001,2
220550009002,2
220550005002,1
220550005004,8
220510223032,5
220510262001,2
220510278101,4
220119606002,7
220119607001,7
220119607002,7
220930405001,7
220930405002,2
220930407002,7
220930407001,7
220930404001,7
220930404003,7
220630407003,7
220630407002,6
220630407001,4
220630409022,7
220630409023,7
220630409021,7
220630409024,7
220330040162,4
220330040161,3
220330028012,5
220330028022,10
220330028021,5
220330040144,4
220330040142,5
220279503002,2
220570207031,4
221159507011,10
221139510022,7
221139510021,7
221139509023,1
221139509021,7
221139510011,7
221139510013,7
221139509012,7
220890624002,7
220890621003,4
220730051002,7
220170237001,5
220170237003,2
220170237004,2
220170213002,2
220170213003,2
220170213001,2
220170239032,9
220170239033,4
220170251002,7
220170236001,2
220170236003,2
221190315002,7
221190315003,7
221210203001,4
221210201004,2
220319501001,7
220319501002,7
220319502002,7
220319502004,1
220319502001,7
220730001004,1
220730001005,5
220730001003,1
220730004022,2
220730017001,9
220730017003,5
220730051001,1
220730052012,4
220730006003,2
220730006001,2
220730006002,2
220019608002,1
220019610001,7
220019610003,2
220450303023,7
220150108062,8
220950704002,6
220599703004,7
220599703005,7
220599703001,7
220599701003,7
220599701001,7
221059545012,1
220690001003,2
220690001001,7
220690003004,7
220690003001,7
220330038014,9
220170240004,3
220950702003,4
220950702002,4
220630403014,4
220630403013,7
220630401004,7
221090003001,5
221090003003,1
221090003002,5
221090012023,7
221090012021,7
221090012022,7
221090010002,7
221090007001,1
221090007003,2
221279604002,2
221279604001,1
220330019003,9
220330019001,3
220330011042,5
220330033003,2
220330033001,2
220330033004,2
220330035073,4
220330044032,4
220330044035,2
220330044033,3
220330044034,8
221090007002,6
220710107001,10
220710116001,3
220710116002,10
220710132001,2
220710132004,10
220710033021,8
220710033023,8
220710033024,8
221159506001,7
221159506003,7
221159506002,9
221159508002,7
221159508005,7
221159508001,7
221159508003,7
221159508004,7
220330004002,2
220330004003,2
220330004001,2
220330006013,2
220330006011,2
220330006012,2
220330037021,8
220330037022,9
220330026021,9
220330026023,9
220330038012,9
220710021002,2
220710029003,2
220710017391,2
220710017392,8
220710033032,2
220710033033,2
220710033041,2
220710037022,2
220710037021,2
220710037025,10
220710037024,2
220710054002,10
220710055002,10
220710055001,9
221059537004,7
221059537003,7
221059544002,2
221059544004,2
221059544001,1
221059544003,1
221059546003,7
221059546005,4
221059546001,7
221059546002,7
221059546004,7
221059541021,7
221059541022,7
220170210002,5
220170215001,8
220170215002,1
220170219002,2
220170242021,9
220170242022,7
220870304002,1
220870302071,8
220750508001,6
220750508002,6
220750501002,7
220750501001,2
220750504001,7
220750504002,7
220750506002,2
220750505003,2
220839705001,7
220839705003,1
220839705002,2
220839706003,7
220839706002,7
220839704001,7
220839703002,7
220839703003,7
220710033081,8
220710033086,2
220710033085,2
220710037011,5
220710037012,8
220710038001,10
220710038002,10
220710039002,10
220710039001,10
220710046001,10
220710046003,10
220710046002,10
220710049004,2
220710006121,4
220710009031,2
220710009033,2
220710017201,2
220710017204,2
220710017341,7
220710028003,2
220710028002,2
220190029001,1
220190029002,1
220190001001,1
220190010003,1
220190010001,9
220190012011,5
220190012012,8
220190015001,2
220870302072,4
220870302031,8
220870302032,6
220870302034,1
220870301034,7
220870301031,7
220870301042,7
220870301041,7
220870302083,7
220870306012,6
220870303001,6
220710133011,3
220170233003,2
220170233001,2
220170241071,1
220170241073,8
220170242032,7
220170242031,7
220170244001,8
220170244003,2
220870301052,7
221230001005,1
221230001003,7
221230001004,2
221230001001,7
221230001002,7
221230002003,7
220530007002,1
220530007003,2
220530007001,1
220530006004,2
220530006003,2
220530006002,2
220530001002,7
220750505001,2
220750505002,2
220750507004,7
220750507001,7
220750507003,7
220750507002,1
220019606001,7
220019606004,8
220019606003,1
220019601002,2
220019601001,6
220019601004,7
220019602001,7
220019612002,7
220019612001,7
220019611003,7
220019611001,7
220019607002,2
220019607004,1
220019607003,1
220019609001,7
220710017361,5
220499701003,1
220499701001,7
220499703001,1
220499704001,2
220499705002,1
220779520001,7
220779520002,7
220779524001,7
220779521002,7
220779521001,7
220779519001,7
220510279012,7
220510279011,7
220510279023,7
220510279022,1
220510279021,1
220190017002,1
220190017003,7
220190021001,1
220190021002,1
220190022041,7
220330045052,5
220330045072,9
220330045073,4
220330045083,4
220330045081,3
220330047001,7
220530001001,7
220350003001,2
220350001001,2
220139703002,7
220710017443,2
220710017432,5
220710006172,5
220710006171,5
220710017463,2
220710017461,2
220710071011,5
220710076061,9
220170229004,5
220279502002,7
220530002002,7
221210202002,1
220510215002,5
221070001001,2
221070002001,7
221070003001,2
221210202001,7
221210201001,2
221030403034,9
220730052042,4
220730052043,4
220730052041,7
220730105043,7
220730105042,7
220290005003,7
220290005001,7
220850004003,7
220850004002,7
220850004004,7
220850004001,7
220850006004,7
220850006002,7
220850006001,7
220510281001,2
220510281002,2
220510280001,7
220510280003,4
220510280002,4
220510282002,6
220730109002,2
221279601003,7
221279601004,7
221279602003,7
221279602001,7
221279602005,7
221279603004,8
221279603001,8
221279603002,2
221090009001,1
221090009004,2
221090016002,7
221090017001,4
221090017002,4
221090001022,7
221090001021,1
221090003004,2
220710049002,5
220710056024,3
220710056021,4
220710056033,10
220710056032,8
220710069001,2
220710069003,2
220190025002,7
220190036003,7
220190036001,7
220190003001,2
220190003002,2
220019610006,6
220019610004,2
220019610007,1
220019604003,7
220019604001,4
220019604002,1
220019604004,7
221010407001,1
221010407003,6
221010407002,2
221010405003,1
221010405002,7
221010405001,1
221010408001,9
220479526002,7
220479527003,2
220479527002,7
220479529002,7
220479529001,2
220479529003,7
220730059001,6
220730106034,2
220730106031,2
220730106033,2
220730002001,8
220730002005,1
220730002004,3
220730004011,9
220730101011,7
220730101013,7
220730102013,9
220730102012,9
221010415001,8
220710018001,10
220710020003,2
220710020002,2
220710020001,2
220710024022,2
220710024021,2
220710024023,2
220710024024,2
220979608001,7
220979608003,7
220979608002,7
220979605001,7
220979605002,7
220979609004,2
220979609002,1
220979609003,2
220979614004,2
220979614003,2
220979614005,2
220979601002,2
220979601003,7
220979606004,7
220170216002,8
220850006003,7
220850007003,7
220850007002,7
220850005001,7
220190022033,7
220510282003,6
220510239042,9
220850005003,2
220850002001,7
220850002003,7
221030408023,9
221030401041,7
221030401042,7
221030401032,7
221030401031,7
220550006031,6
220550022001,5
220550022003,5
220690004004,2
220690004002,2
221059540023,7
220510250031,8
220090307005,7
220330045091,4
220690004003,2
221010415002,2
221010402001,1
221010410001,7
221010410002,7
221010409001,7
221010413002,1
221010413001,7
221010401002,6
220190005002,1
220190005003,8
220190005001,1
220190005004,8
220190007001,2
220190007002,1
220190007003,1
220190007004,5
220190014004,6
220190014005,2
220190014002,2
220190014006,2
220190014003,2
220190014007,2
220190016002,2
220190026003,1
220190026004,1
220190026001,7
220190027001,7
220190027003,7
220330006025,2
221179503002,7
221179503003,2
221179501021,7
221179501011,7
220550006032,9
220210001003,7
220210001002,7
220210002002,7
220210002003,1
220170216003,2
220170226001,8
220170226002,3
220170225004,2
220170225002,2
220170225001,2
220170230002,9
220170230001,8
220170241092,2
220170245032,7
220170245033,2
220619610002,2
220870308001,6
220870308002,2
220870302043,2
220870302045,2
220870302041,4
220839701002,2
220839701001,2
220839701003,7
220839702001,7
220839702002,7
220990208001,7
220990208002,7
220039502001,8
220039502002,1
220039502003,7
220039505004,7
220039505003,7
220039505001,1
220039501003,7
220710056042,3
220710056041,3
220710091003,2
220710091004,5
220710091001,10
220710114001,10
220870305003,1
220870305001,8
220919512002,7
220919512001,6
220919512004,7
220919512005,7
220919512003,7
220210003001,7
220210003003,7
220290001001,7
220290001002,2
220290002002,2
220290002005,2
220290002003,2
220290003002,7
220290004003,2
220290004001,7
220290004004,1
220710026002,10
220710014024,2
220710014022,2
220710014023,2
220710121012,10
220710017402,2
220710050001,10
220990201002,7
220990201001,7
220990204004,1
220990204002,7
220990204001,7
220990206003,2
220990206004,7
220990206001,7
220990209001,2
220990202002,7
220990202004,7
221159504001,1
221159504002,1
220039503001,1
220330047004,7
220330047003,7
220330047002,7
220330002001,2
220330002003,2
220330002006,2
220330002002,2
220330002005,2
220330002004,2
220330011022,5
220330011021,5
220330017002,5
220710035001,2
220710035002,2
220710035003,2
220710041001,10
220919511004,7
220919511002,7
220919511001,7
220919511003,7
221190317002,2
221190317003,2
221190317001,2
221190319003,2
221190319002,2
221190311001,7
221190320002,2
220950705003,7
220950705002,2
220950706002,2
220190030003,9
220190030002,8
220279502003,7
220279505003,7
220279505001,7
220279501001,7
220279501002,7
220330040093,9
220330040092,9
220330044013,4
220330044012,7
220330042054,2
220330042052,4
220330043023,4
220330043021,7
220330044021,4
220330044022,4
220710101002,10
220710106001,10
221030403033,4
221030401025,7
221030401026,4
221030407013,4
220550014103,4
220550019043,9
221059545022,7
221059545021,9
221059545024,7
220330001001,2
220330049002,3
220330049001,9
220330049003,3
220710086002,2
220710086001,5
220710111002,10
220710111003,2
220710111001,5
220710120001,9
220710120002,10
220710122001,10
220710122002,8
220710126002,10
220710126001,10
220710023001,2
220710023004,2
220710023005,2
220710024011,2
220710024012,2
220710006072,4
220710008001,2
220090304003,8
220090308001,7
220070501003,7
220070501001,6
220070504002,2
220070504001,7
220070506001,7
220070506003,7
220070502003,7
220070502001,7
220070505002,7
220070503002,4
220710048001,2
220190031022,1
220950710002,7
220050302033,4
220450316001,7
220710017244,2
220710063003,2
220710083002,10
220710084002,10
220710084001,5
220710094004,2
220710094003,2
220710099001,10
220710099002,10
220190022042,7
220190034002,4
220190006006,2
220190006007,2
220190006004,2
220190006002,2
220190008001,2
220190008003,1
220190008002,1
220190020002,7
220190020001,7
