GEOID,cluster
130210122001,2
130210132011,2
130210132012,5
130210132014,2
131030303012,4
131719703001,7
131719703002,7
131719703004,1
131171302032,4
131171302042,4
131171302041,4
131171302021,3
131171302023,3
131171302022,4
131171305091,4
131171305092,4
131171304033,4
131171304031,7
131171304032,4
131171304034,4
131350507262,4
131350507261,4
130890218131,5
130890216052,3
130890216053,5
132050905003,1
131350502181,4
131350502182,6
131350502092,9
131350502093,4
131350502171,9
131350505292,4
131350505303,3
131350505302,4
131350505382,4
131350505381,4
131350505252,4
131350505253,4
130510113001,5
130510113002,5
130510112001,10
130859702013,9
130859702011,7
130859702014,4
130859702021,7
130859702023,7
131210077042,2
131210076033,2
131210076031,2
131210114273,3
131210114271,4
131210116163,9
130630403083,2
130630406201,4
132219602022,7
132219602023,7
130210138002,2
130210139001,2
133059705002,2
133059705003,1
133059705004,2
133059705001,7
133059703003,2
133059703001,1
133059703004,2
133059702003,7
133059702001,7
130590018002,5
130590018003,10
130590302003,2
130590302002,2
130591403001,6
130591403003,6
130590021001,10
130591303002,6
130591303001,6
131171303053,4
131171303012,4
131171303011,4
131171304051,3
131171304052,4
131171305041,4
131171305042,4
131171305051,4
131171305052,3
131171305031,4
131171301021,7
131171301031,7
131171301032,7
131171303032,4
132999507001,2
130210136062,4
130210136064,9
130210136043,4
132551606001,7
132650102001,1
131879601012,7
130890214161,5
131350504343,9
131350504341,5
130670303364,3
130730304021,4
130730304023,7
130730303061,4
130730301031,4
130730305042,7
130730304012,7
130730305033,7
130730305032,7
130730305064,4
130730305061,4
131350503042,6
131350503041,5
131350503061,6
131171306122,4
131171306121,4
131171306082,3
131171306083,3
131171303072,3
131171303021,3
131171303022,3
131171303041,4
131171304041,4
131171304042,4
131171303062,4
131171306011,4
131171305103,4
132330102002,4
130510111071,8
130510111061,9
130510111062,9
130510108092,9
130510108082,4
130510108083,4
130510108084,9
130730303074,9
130730303094,4
130890238031,8
130890238032,2
130890238033,7
130890238034,8
130890203001,3
132150104012,8
132150104013,8
132150104011,8
132150106021,2
132150106022,2
132150106051,2
132150014002,2
132150014001,5
132150107031,9
132150027001,2
131210116132,9
131210114261,4
131210114253,3
131210114251,3
131210114252,4
131210114232,3
130311103004,4
130311103002,6
130311103001,7
130311102006,2
131350503212,3
131350503221,3
131350503181,9
131210099004,3
131210102062,3
131210102063,3
131210102044,3
131210015002,10
131210105102,9
131210105103,9
131210105123,2
131210105122,5
132150029022,2
130210136042,7
130210135042,9
130210135044,7
130210134091,4
130210136052,9
130210136053,4
130210135031,9
130210134082,3
130210134081,9
131210116161,9
131210116172,4
131210116171,3
130510111032,9
130510011001,10
130510011002,2
131350505282,3
131350505281,4
131350506053,4
131350506051,4
131350506083,4
131350506081,4
131350506071,4
131350505362,4
131350505361,4
131350505372,5
131350505371,5
130550105005,2
130550105003,1
130550105002,6
130550104001,7
130550104002,7
130550104003,1
130550104004,5
130550103003,7
130550103001,7
130550103002,7
130550106001,7
130550106002,7
130550101001,7
130550101002,7
130059702011,7
130059702013,2
130059702022,2
131530201053,9
131530201051,4
131530201082,7
131530201081,6
131530211054,9
130719707021,6
130719707013,9
130719707012,1
130890220083,5
130890220084,5
130590022002,9
130591503003,9
130591503001,9
130591504003,5
130590020001,5
130591405001,6
130950001005,2
130950001001,2
130950001003,2
130950109001,2
130950109003,2
130950009002,2
132551608001,2
132551608003,2
132579704001,7
132579704002,7
132579702002,7
132579702003,7
132579701002,6
132579701003,1
132579701005,8
131570103002,7
131570106002,4
131570106003,7
130890236031,2
130890236032,2
130890216033,9
130890216032,9
131150021001,2
131150021003,1
131150021002,1
131150002011,7
131150002013,7
131150002012,7
131150002021,7
131150002022,7
131150018003,7
130550102005,6
131350503062,6
131350504265,4
131350504264,4
132150008001,2
132150008002,2
132150022003,2
132150022002,2
132150022004,2
132150022001,2
132150105021,5
132150107021,4
130890234142,4
130890236012,2
130890236011,4
130890218093,3
130890218091,3
130890219061,4
130890219062,4
130890226002,9
130890226003,9
130890231071,8
132150107022,2
132150009002,5
132150011002,8
132150011001,8
132150021002,2
132150028001,2
132150034001,2
132150102031,9
130890235012,2
130890235011,2
130890237002,8
130890237004,2
130890238013,8
130890238011,8
130890232101,4
130890232103,4
130890235071,2
132150029011,2
132150004003,8
130019505001,7
130019505002,7
130019501001,7
130019503002,1
130890232083,2
130890232081,4
130890232122,2
132150004002,1
132150004001,8
130890203002,10
130890206002,10
130890208023,3
130890208021,8
130890219082,5
130890219081,9
130890219092,4
130890219091,5
130890212021,9
130890212023,3
130890216022,3
130890217042,9
132359502005,2
132359502006,7
130890235043,5
130630405142,6
130630403072,4
130630403071,6
130630406221,7
130630406222,7
130630406223,4
130630406211,4
130630406212,4
130630406191,4
130630405231,6
130630405221,2
130510021002,2
130510021003,2
130510021001,2
130510033021,2
130510033022,2
130510034001,2
130510034004,8
130510034003,8
130510034002,2
133079602001,7
133079601001,7
131030301003,7
131030301001,7
131030302022,7
130510034005,8
130510035013,2
130510035011,2
130510041001,7
130510102002,4
130510102001,4
130510039001,8
130510039004,2
130510039003,8
130510040013,8
130510040012,8
130510040011,3
130510043001,6
132759608004,2
132759608001,3
130510111041,9
130510012001,2
130510020002,2
130510028001,2
130510028002,2
130510101021,9
130510101022,2
130510106013,2
130510106011,8
130890220012,9
130890213062,8
130890213063,5
130890213051,9
130890214171,9
130890214172,5
130890214152,9
130890214153,9
130890211021,10
130890211024,9
130890211022,9
131171306112,3
130970804032,4
130970801031,5
131930004003,2
131930004001,7
131930004004,2
131930004005,8
131930004002,6
131930004006,2
131930001001,7
131930001002,2
131930002002,1
131930002001,7
131451204012,4
131451204011,4
131451204023,7
131451204021,7
131451204022,4
131451201984,1
131451201982,7
131451201983,8
131451202001,7
131451203002,4
131451203004,3
131451203003,4
131210089031,9
131210091011,9
130550102004,7
130550102002,6
130570911024,4
130570911013,4
132419702013,7
132419702012,7
132419702021,7
132419701004,1
132419703011,3
132419703013,7
130237901002,7
130237903002,7
130237903004,2
130237903003,1
130237902001,7
131131402073,3
131131402081,4
131131402083,4
131350504193,4
131350501064,5
131350501063,4
131350502052,9
131350504173,5
130591305001,4
130630404113,4
130630406082,4
130630406141,9
130630406142,3
131079703001,7
131079703002,7
131079703003,2
131079702002,7
131079702001,7
131079705002,7
131079705001,7
131230805003,7
131230801003,7
133019705001,7
130670312121,3
130670312111,5
130670312112,9
130670312113,5
130670312092,3
130670312091,3
130670302242,9
130670302241,4
130670312052,9
130670312053,9
130670312051,9
130670312062,10
130670312061,9
132532003003,7
132532003001,7
132532003002,7
132532002003,1
132532002002,2
132532001002,7
130390104031,4
130390104022,4
130159604021,7
130159604023,9
130159609011,7
130159601021,4
130159601022,7
130159610003,4
130159610004,7
130159609023,4
131350507134,3
131350504232,9
131350504103,4
131350507124,4
131590102001,7
131950201001,7
131950202002,7
130630404081,6
130570907021,9
130570907022,8
130570911023,4
130570911022,4
130570911021,7
130570910011,9
130570910013,9
130570910012,7
130570910061,4
130570911011,4
130570911012,4
130719705002,7
130719705001,7
130719706003,7
130719706001,7
130719703002,2
130719703001,7
130719703003,2
130719701001,7
130630404083,6
131210015004,10
131210015003,10
131210023001,2
131210028002,5
131210048001,5
131210053001,10
131210105104,4
131210081022,8
131210085001,2
131210085003,2
131299705002,1
131210066011,2
131210011001,10
131210014001,10
131210018001,9
131210032001,10
131210036001,5
130719704002,6
130719704001,1
130719704003,2
130719708002,8
130719708001,6
130719708004,6
130719708003,2
130719709003,6
130719709001,7
130719702002,7
130719702001,7
130630405091,7
130630404071,6
130630405222,5
130670305054,5
131270005031,1
131270005033,1
131270004042,7
131770204023,4
132050905001,7
132050905002,2
132050901002,7
131350503191,6
131350502192,9
131350502191,4
131350502113,9
131350502111,5
130470302022,4
130470302021,7
130470303011,4
130470304023,7
130470304024,7
132470603042,9
132470603043,6
132470602024,4
132470602013,4
131690301042,7
131690301041,7
130459101032,7
132930105005,2
132930104005,2
132930104001,2
130890212152,9
130890214141,5
130890214142,5
130890211011,3
130890233162,4
131171306052,4
131210066012,2
131210062002,2
131210102121,5
130510106012,8
131390016062,9
131390011013,6
131390011011,6
131390011012,6
131390016051,4
131390016052,4
131390016041,4
131390016042,4
131390015022,4
131390015021,7
131390016073,4
131390016071,7
131390016072,4
131390013022,4
131390013021,4
132231203021,7
132231203024,1
130890233063,4
132470603074,4
130830401012,7
130830401022,7
132130102023,7
132130102022,7
132130102021,7
131210095011,3
131210095012,9
131210113053,5
131210113052,5
131210113062,4
131210077062,5
131210077061,2
130890220051,9
130890232142,9
130890220093,5
130890220091,5
130890219133,6
130890219131,5
131210091013,10
131210091014,10
131210012012,5
131210012022,5
131210012021,10
131210091023,5
130131803021,4
130131801051,4
130131801041,7
130131801071,7
131210063002,2
131210065003,2
131210049002,10
131210114192,3
131210114191,4
131210115032,3
131210115031,3
131210116152,3
130510036025,5
130510036022,2
130339504004,2
130339504002,1
130339504001,7
130339507002,7
130339507003,7
130339507001,7
130210135022,1
130210135021,1
130210123001,2
130210123002,2
130210123003,2
130210127001,2
130210127002,2
130210110004,5
130210110005,2
130210110002,2
130210111002,2
130210111003,2
130210117021,2
133019705003,7
133019705002,7
131050002001,7
131050002003,7
131050002002,7
131050005004,4
131050005002,1
131050005003,7
131050005006,7
131350504183,5
131350505211,6
131350505222,6
131350505203,5
130810104005,1
130810104001,9
130810101001,7
130810101002,1
130810103003,2
130810103002,7
130810105001,7
130810105002,7
131530201091,9
131530211044,6
131530211043,4
131530211081,4
132779603003,9
132779603004,9
132779603002,1
132779603006,1
132779605001,4
130159604011,6
130159604012,5
130210134112,9
130210134111,9
130210137002,1
130210137001,5
130210137003,2
130210136032,6
131050004004,2
130630404091,6
130630406112,5
130630406113,6
130630405141,9
131350502202,5
131350502201,9
131350502203,5
131350502143,4
131350502141,4
131350502142,4
130439502003,1
130810102012,7
130810102013,2
130810102011,7
130810102014,2
130810102023,2
131350502163,9
131350502161,4
131350505272,4
131350505271,4
131350505491,4
131350505401,9
131350505403,4
131350507292,9
131350507291,4
131350507251,4
131350507253,4
131210115044,3
131210115042,3
131210115043,3
131210105151,9
131210105161,4
131210101171,5
131210101172,9
131210018002,5
132971105072,4
131210077033,2
131210023003,2
131210089024,10
131210099001,9
131210099002,3
131210101061,9
131210101063,3
131210102054,9
131210102053,3
131210105073,9
130351502001,7
130351502004,2
130351502002,2
130630405181,8
130630406061,7
130630406081,4
130630406092,4
130630406093,9
131150020002,7
131150014003,7
131150014002,7
131150016002,6
131150016001,2
130730302011,9
130730303042,4
131850105001,2
131850114022,1
131850106012,9
131850106011,5
131850111002,5
131850111001,1
131850113022,2
131850102011,4
133130005012,9
133130003012,7
131210102122,3
131210102123,9
131210098022,9
131210098021,3
131210094031,5
131210094033,5
131210094032,5
131210094041,9
131210094042,10
131210100012,3
131210096023,3
131210096022,10
131210100022,3
131210100021,3
131210095023,9
130351501005,7
130351503001,7
130351503003,7
130351503004,7
131590105002,1
131590105003,7
131590105001,7
130890233131,4
130890233132,4
131350504243,4
131350504212,5
131350503151,9
130159601011,7
131210095024,5
131210095021,10
132450108002,9
131370002012,7
130730303091,4
130630406161,5
130630406163,4
130630406162,4
130630405261,4
131390013013,6
131390013012,7
130730303093,9
130730301052,9
130730301051,4
130690107001,7
130690107004,7
130690105001,7
130690105003,7
130690105002,1
130690104003,1
130690104002,2
130690104004,7
130690104001,7
130690101002,7
130690101003,7
130690101001,7
130690106001,7
130690106003,7
130690106002,7
131250101001,7
131250101003,7
132450110001,5
132450109051,7
132450107091,4
132450107092,4
132450101061,8
132450101063,5
132450107072,2
132450107112,9
132450109062,7
132450109061,4
132450109032,7
132450109031,7
132450109042,7
132450107101,6
132450105122,2
132450105123,2
130210117025,2
130210117022,2
133130013002,6
133130009001,1
133130009002,8
133130010003,6
133130010001,6
133130015004,7
133130015001,7
133130015005,7
133130007004,7
133130007002,7
133130012005,8
133130012003,7
130379501001,7
130379501002,7
130379502002,2
130379502003,6
130210126001,2
130210126003,2
130210128001,2
131350505391,6
131350505441,4
131350505442,4
131350505443,4
131350505352,4
131350505351,4
131350505321,4
131350505322,4
131350505343,4
131350505341,9
131350505342,4
131350507233,4
131350507231,4
131350507232,4
130570910054,4
132450105132,8
130619603002,2
131050004002,1
131050004005,1
131050004003,1
131050003002,1
131050003003,7
131050003001,7
131050001002,7
131050001003,7
131050001001,7
130670311161,6
130670311162,4
130670311152,4
130670302232,9
130670302231,4
130670313121,8
130311102002,7
130459103002,7
130459103003,7
130459111002,1
130459111004,7
130459111001,7
130459110003,9
130459110002,4
130459107012,5
130459107013,7
130459107033,7
130459107034,9
130459107032,4
130510042092,5
130510042103,1
130510042102,2
130510042101,5
130510108073,9
131570107023,4
131570107021,4
131570102001,7
131639603005,2
131639603006,7
131210101181,9
131210101182,9
131210101132,5
131210101131,9
131210101151,9
131210101222,9
131210101141,9
130630405263,4
130630405262,4
130630405251,7
130630405241,2
130630405242,9
130630405243,4
130630405244,9
130630404161,6
130630404162,6
130630403062,5
130630405163,4
132779601002,7
132779604005,2
132779604002,6
132779604006,8
132779604001,2
132779607003,2
132779607002,9
132779606001,2
132779606003,2
132779606002,6
132779602002,7
132779609001,7
132779609003,7
132779608001,7
133119502013,7
133119502012,1
133119502032,7
132759605001,4
132759605003,9
131950204002,7
131950203001,7
131950203002,7
130210133024,2
130210133023,2
130210133021,2
130210104004,2
130890236021,2
130890201001,10
132450107122,4
132450107121,8
132450107081,2
131210116261,9
131210116262,4
131210116221,3
131210116222,4
131210114241,4
131210114221,9
131210116113,9
131210116111,9
131210116112,4
131210108006,2
131210043002,5
131210089043,9
131210089041,9
131210089042,9
131210014002,10
131210030002,10
131210110004,8
131210053002,4
131270004013,4
131270010001,9
131950203003,7
131950205002,7
131950204001,7
131950206001,7
130670302283,9
130670302284,9
130670302311,4
130670302312,4
130670302302,9
130210121022,9
130210121023,9
130210134102,9
130210134101,9
130210134072,5
130619603003,7
131979201001,7
131979202003,6
130570909051,4
130570909052,9
132859602021,7
131210082013,2
130630405183,6
130670310024,9
130670309015,9
130670303192,9
130670311061,4
130670311063,4
130670311123,4
132070501012,7
132070501013,7
132070503012,7
132070503011,7
132171002021,4
131171301012,4
131171301011,4
131171301041,4
130730302021,8
130730306032,1
130970801033,5
130970801034,6
130970801032,6
130970806042,4
130970806041,7
130970806043,4
130970806044,4
130970802013,7
130970805061,7
130970805062,7
130970802021,4
130970802024,7
131430103011,7
131430103012,7
131639603002,2
131639603001,7
131639603004,2
131639603003,7
131639604001,7
131639604002,1
131639604003,2
131639604004,7
131639601004,7
131639601001,7
131639601003,1
131639601005,2
131639602002,7
132130105002,7
132130106001,7
132130104002,7
132130104001,1
132130104004,6
132130101002,7
132130101003,7
132130103003,7
132130103001,7
132150016001,5
132150030001,2
132150030003,2
132150032002,2
132150002001,9
132150002002,8
132150020001,2
132150102052,9
132150102051,5
132150104021,5
132150105012,8
132150105013,8
132150105014,5
132150107011,4
132150010001,8
132150029021,2
130890213011,6
130890233062,4
130890233061,4
130019503003,6
130019503001,2
130019503004,6
130059701001,7
130059701002,7
130059701003,7
130890232063,8
130890232062,7
130890234111,8
130890234131,4
130890234132,4
130890238022,6
130890212082,4
130890212141,3
130890212091,10
130890212092,9
130890234184,4
130890234182,4
132359502004,8
132359502002,2
132359501001,7
132359503001,7
130890233032,2
130890233034,2
130890233033,2
130890225002,3
130890225001,5
130890225004,3
130890235052,8
132419701002,7
132419701001,7
132599501001,1
130890217043,3
130890217053,5
130890217052,9
130670303202,3
131879602012,7
130470303031,7
131210103012,4
131210114212,5
131210114162,4
131210114163,3
131210115061,3
131210115063,3
131210114171,3
131210114174,3
131210070011,2
130970802022,9
130510107001,9
130510107003,8
132639602002,7
132639602001,7
132639601001,7
132639601002,7
132639603002,7
132639603001,7
132699503003,7
132699503004,7
132699503002,7
132699503001,1
132699501001,7
132699502002,7
130179604002,6
130179604001,6
130179605004,2
130179605002,2
130179605001,8
130179601001,7
130339502001,7
130339505001,7
130339501001,7
130339501002,7
132759611002,7
131430103024,8
131430103022,7
131430103023,1
131430102003,1
131430102001,7
131430102002,7
131430104002,7
131430104003,7
131430101001,7
130690108012,2
130690108011,7
131759514003,7
131759514002,7
131759502012,7
131759502022,7
130890234283,2
130890234262,4
130890234261,4
130470301003,7
130470304011,4
130311106013,7
130311106012,1
130311106021,7
130311106022,7
130311104032,5
130311104043,5
130311104042,5
131210116153,9
130771706031,4
130771706032,4
130771705021,4
130771705022,4
130771705023,4
130771704051,4
130771704052,4
130459102002,7
130630404171,2
130630404172,6
130630406062,6
130630406121,6
130630404131,4
130630404132,4
130630406131,4
130119702002,7
130119704001,7
130119701002,7
130119701001,7
132231201041,4
132231206042,4
132231206041,4
132231206011,4
132231206012,4
132231206031,7
132231205012,4
132231202032,4
132450105131,2
132450101072,9
130890223015,10
132450016012,5
132450016011,5
132450016021,8
132450016023,2
132450108004,6
131210113035,5
131210081023,2
130131801061,7
130131801031,4
130131804011,7
130131802032,6
130131802031,6
130131805021,7
130131805023,7
130131805024,4
130131802041,5
130131805011,4
130131803011,7
130439501002,1
130439501003,1
130439502002,7
131210004002,10
131210004001,10
131210001001,3
131210001003,10
131210084002,2
131210086021,2
131210090001,3
131210090002,3
131210090003,9
131210093002,10
131210093001,3
131210101072,3
131850101012,6
131850101011,7
131850103021,9
131850103022,3
131850112001,9
131850112003,8
130890220072,5
130890220071,5
132930104006,2
132930104003,1
132930102012,7
132930102011,1
132910001022,7
132910001021,7
132910001023,7
132910002053,7
132910002054,7
131270004043,4
131270005041,6
131270005042,8
131270005043,5
131270001012,9
131350507191,4
131350507212,4
131350507213,4
131350507214,4
131350507092,4
131350507153,4
131350504273,4
131350504284,4
131270001011,9
131270001022,9
131270001023,9
131270004032,7
131770204021,4
131210088002,10
131210101211,9
131210101191,9
131210101193,10
131210102111,3
131210098011,9
131210096033,10
131210096031,5
131210096011,10
132759611001,6
132799703002,2
132799703001,7
132799703005,4
132799703004,8
132799704003,4
132799704002,2
132799702003,8
132799702002,7
132799706001,7
132799706003,7
130510027002,2
130510035022,2
130510035021,2
130510035023,8
130510036024,1
130510036023,2
130730301062,9
130730301061,4
131350503136,2
131530211053,6
131530211074,4
131530211073,4
131530206002,8
130771705011,7
130771705012,7
130771705013,4
130771704061,4
130771703052,5
131999708002,7
131210091021,3
132231201021,4
131350507271,4
131350505483,4
131350505482,4
131350505462,4
131350505463,4
132231203012,7
130630404173,5
130630402031,2
130630402032,2
130630406171,6
130630405211,6
130630405212,6
130630404152,2
130630404141,6
130630402042,5
130630402043,9
130630403082,6
131570105003,7
131570105002,7
131570106005,7
131570106004,4
131570104004,1
130771704053,4
130771704043,4
130771704031,4
130771703061,4
130771703062,4
130771703041,3
130771703042,4
130771703031,4
130771708021,7
130771708012,7
130670302154,4
130670306013,9
130670306011,9
130670302272,9
133130001013,7
133130005022,6
133130005024,5
133130005023,5
133130005021,6
133130013001,6
133130013003,6
131790102042,7
131350502123,3
131350501091,4
131350501092,4
133170101012,7
133170101011,7
133170103011,1
130570910053,4
130570910062,3
130570904003,5
130570906012,9
130570906011,7
130570906023,6
130570907024,4
130570907023,4
130570905021,3
130570905022,3
130530202052,8
130530202051,6
130530202031,6
132971106012,4
132971106011,4
130890213072,6
130890214121,3
130890214123,3
130890233104,9
130890208011,8
131350505261,6
131350504312,5
131350504261,3
131350504263,4
131350504301,9
131339503021,4
130771703053,9
130771706014,8
130771706011,2
130771706013,2
130670302393,3
131850112002,9
131850112004,1
131850113012,5
131850113011,2
131850113013,5
131850116002,7
131850116001,7
131850103012,4
131850103011,5
131850104011,9
131850104022,2
130670301012,8
130670302141,3
130670303342,3
130670303341,3
130670303241,4
130670303312,3
130670303311,3
132270501001,3
132270502004,1
132270502003,1
131339501001,7
130730303023,7
130730302033,5
130879707001,7
130879703004,7
130879703003,2
130879703001,6
130879701002,7
130879701003,7
130879704002,7
130879704004,2
131999706002,7
131999706003,7
131999705004,2
131210096012,10
131210077051,2
131210116121,3
131210116231,4
131210116232,9
130339509001,7
131370002023,7
131370002021,7
131370002022,7
131370006012,7
131370006011,7
131370006013,7
131370006025,2
131370006024,6
131370006023,6
131370006021,7
131370006022,7
131370001001,7
131370001002,7
131370005004,7
131370005005,6
130131801082,7
130119703002,7
130119702001,7
131210112022,8
131210112023,2
130210134071,9
131350507302,4
131350507282,4
131350507283,4
131350507312,4
131350507311,4
131350506092,4
131350506104,3
131350506102,4
131350505412,5
131350505411,5
131350505242,9
132270501003,7
131030303042,9
131030303043,7
130890234251,4
130890222043,5
130890222044,8
130890234232,4
130890234231,4
130890234192,4
130890234191,4
130890233123,4
130890233121,4
130890233111,4
130890232132,9
130890232133,9
131210078063,2
132150101072,4
132150115005,2
132150115002,2
132150115001,2
131210114222,3
131210115051,4
131210115052,3
131210101233,9
131210101232,4
131210101231,9
131210001002,3
131210080005,2
131210039002,2
131210024002,2
131210084003,5
131210072002,2
132150104023,1
132150103023,4
132150102043,4
132150102011,9
132150101043,5
130859701003,3
130510026001,2
130510026002,1
130510029002,8
130510029003,3
130510029001,3
130510029004,8
130510033012,2
130510111043,4
132799705001,2
132799705002,7
132799701003,2
132799701004,7
133199603004,7
133199603001,7
133199602002,7
133199602001,7
133199604002,7
133199604001,7
130179603004,2
130179603002,2
130179604004,2
130470307003,1
130530201002,7
131790102041,7
131790106001,7
131790102021,6
131790104003,4
131790104002,1
131790103002,1
131790103001,2
130470304013,7
130470306005,1
130470306004,1
130730306031,9
130730302013,9
130730302012,4
130730302034,4
130730303024,4
130670302382,4
130670302361,3
130670304071,3
130670304073,9
130670304081,9
130670304101,9
131570101031,7
131570101032,4
131570101021,7
130670313122,8
130670313124,4
130670313123,4
130670313132,4
130670313131,3
131210116233,3
131210116251,9
131210116252,3
131210116253,3
131210116192,9
131210116193,9
131210116213,3
131210116211,9
131210005003,3
131879601021,7
131879601022,7
132551601003,7
132551602003,7
131350504331,9
131350504323,4
131350504322,4
130790702012,7
130790702021,7
131839701001,7
131850105003,5
131030304022,7
131030303052,4
131030303031,7
131350505241,6
131350505471,4
131350505231,5
131350505233,3
131350507241,4
131350507243,4
131350505432,4
131350505451,4
131350505452,4
130210104002,2
130210104003,2
130210108001,5
130210117012,2
130210117011,2
130210102002,5
130210102001,5
130210102003,1
132890601002,7
132890601003,7
132890601001,7
132890601004,7
132890602001,7
132890602002,7
132890602003,7
130379502004,1
132859611002,7
132859604003,9
132859604002,1
132859606002,2
132859606001,4
132759601002,6
132759601001,1
132759606002,8
132759606004,9
132759606005,9
132759609001,2
132759609003,8
132759610003,7
132759610002,7
131770203001,7
131770204032,4
131770204024,4
131171306102,3
131171306062,4
131171306061,3
131171306042,3
131171306041,3
130279606001,7
130279606003,7
130279602001,7
130279602002,7
132219602012,7
132219602013,7
131390001021,7
130890234101,5
130890231141,4
130890231123,5
130670302182,3
130670302192,4
130670302193,3
130670302194,3
130670302351,4
130730303073,4
130970805071,4
130970804022,4
130970804023,4
130970804021,4
130970803013,6
130970803014,7
130771706023,3
130771706024,4
130771706021,4
130771706022,4
130771705031,4
130771705033,4
130771705032,4
131150003002,5
130730303025,7
130990905002,7
130990905001,7
130990901002,2
130990901001,7
130990903002,7
130990903001,7
130990902004,2
130990902001,2
130990902003,2
130990904001,2
130990904003,1
131679602001,7
131679602004,7
132310101001,7
132310101003,7
132310102001,7
132310104001,7
132310103001,7
131390012011,4
131390012012,6
131390010031,5
131390010032,6
131390003052,4
131390003051,7
131390003041,7
131390003031,9
131390002032,7
131390002031,7
131390002042,7
131679602003,1
131679602002,2
131679601001,7
132330102005,1
132330101002,7
132330101003,7
132330101004,7
130311104041,5
130311104013,2
131030304012,7
131030302042,7
131030302033,7
131030302031,7
131390012022,7
133119502031,7
133119502021,7
133119503003,7
130670315092,4
130890224031,3
130890224033,3
131570104002,1
131570104003,7
131570104001,7
131570105001,7
131690303021,7
131690303022,7
131690303023,7
131690301011,4
131690303012,7
131690303011,7
131690302001,7
131690302002,7
131819702002,7
131819702001,7
131819701001,7
131819701003,1
132130107001,7
132130107002,7
132130105001,7
132150101062,9
132150101063,1
132150003002,2
132150012003,1
132150023001,1
132150101041,5
132150102042,9
132759603002,7
132759607003,2
132759607001,7
132759607002,2
132759607006,1
132859609013,2
132859601002,2
132859601001,7
132859608003,2
130210131012,2
130210131013,2
130210125001,2
130890224013,3
130890224012,10
130890221002,9
130890221001,5
130890227003,10
130890227002,8
130890227001,10
130890232043,4
132819602002,7
132819602001,7
132819603001,7
132819603003,1
132819603002,7
132819601003,1
132819601001,7
132839601001,7
132839601002,7
132839602001,7
132839602005,1
132839602003,7
132879703004,7
132879702002,7
132879702003,2
132879702005,2
132879702001,7
130890232042,4
130890235062,8
130570907011,4
132971105042,7
132971105041,4
132971105082,4
132971105083,7
132971108004,4
132971107004,4
132971104003,2
130670305071,4
130670305072,4
130670302291,9
130670312082,9
130670312083,9
130670312071,9
130670312072,5
130670302263,3
130311102003,1
130311102004,2
130311108001,7
130311101001,7
130311101002,7
130311109002,7
130311109003,7
130311109001,7
130311107001,7
130311107003,7
130311107002,7
130570909042,4
130210128003,2
130210128002,2
130510015001,5
130510022004,2
130510022001,2
130510022002,2
130510022003,1
130510022005,2
130510030001,8
130510030002,8
130311104011,2
130311104012,5
130279605002,2
130311105003,1
130311105004,8
130311105002,2
130311105001,1
130311103003,7
130890213081,6
130890213082,8
130890213083,5
131839701003,7
131839702001,7
131839702002,7
131350507133,3
130890231122,5
130890219122,3
130279605003,1
130279604002,1
130279604001,7
130279603001,7
130279603004,7
130670302342,4
130670302341,3
130890219123,3
130890219102,4
130890219101,9
130890216042,3
130890215041,9
130890215033,5
130890215032,9
130890231073,8
131210078024,4
130510110053,3
130510110051,3
130510110061,9
130510110062,4
130670305044,9
132150103021,9
132150025002,5
130159605002,8
130159610001,4
130159603002,7
130159603001,7
130159608032,7
130970802023,6
131899505002,7
131899505001,7
131899505004,7
131899502001,6
131899502004,2
131350501071,4
131350501082,4
131350501081,4
131350501053,6
131350501031,4
131350504223,6
131350504222,6
131350504221,6
131350503043,5
131210114234,3
131210114231,4
131210114233,9
131530212012,4
131530212024,8
131530212023,9
131530212022,1
131530211131,4
131979202001,7
130970801022,9
130970805083,9
130970805082,9
130970805101,4
130970805103,4
130970805093,4
130970805091,4
130890234123,4
130890234121,2
130890234161,9
130890234163,4
130890205002,10
130890209001,10
130890209003,8
130890207001,10
130890212041,5
130890212131,3
130890218052,9
130890220042,4
132110102002,7
132110103001,1
132110103004,2
130339509002,7
130950104013,3
132310103002,7
130131802061,9
130131802062,1
130131802053,1
130131802052,2
130131802051,7
130131804022,7
130131804021,6
130131804023,7
130131803032,4
130131803031,7
131198902001,7
131198902002,7
131510704032,7
131510704031,4
131510701131,7
131510705011,4
131510705012,7
131510705023,4
131510705021,4
131510703113,9
130510101011,5
130510101012,9
130510105011,6
130510105012,6
130510105013,5
130510105015,2
130510108021,4
130510003001,10
130510040022,5
130510042071,5
130510042072,9
130510105021,6
130510108034,4
130510108032,8
130510108033,9
130510006012,2
130510006013,2
130510006015,2
130510044001,2
130510108011,4
133130003013,6
133130006001,7
133130002002,7
133130002003,7
133130004003,1
133130004005,6
133130004002,6
133130004004,6
133130014004,6
133130014005,8
133130014002,3
133130001011,7
132150115006,8
132150112001,1
132150112002,2
132150111002,2
132150111001,5
132150114001,2
131210114121,9
131210114144,9
130670302271,6
130670306021,9
130670306023,9
130670306024,9
130670305061,9
131390012021,6
131390001012,7
131390001011,7
131390007011,6
131390007012,6
131390007021,4
131390007022,6
133097801002,7
133097801003,7
133097802002,7
133097802003,2
131911102003,7
131911101003,7
131911101001,7
131911103003,7
131911103002,7
132450105044,5
132450105043,2
130670302301,9
130670310013,6
130470302012,7
132379601011,7
